id,tm_r_sc,pos1_r_sc,pos2_r_sc,pos3_r_sc,pos4_r_sc,pos5_r_sc,tm_d_sc,pos1_d_sc,pos2_d_sc,pos3_d_sc,pos4_d_sc,pos5_d_sc,a_result
1,1.8,1.46666666666667,2.13333333333333,2.8,1.6,1.46666666666667,1.83720930232558,0.837209302325581,0.837209302325581,0.837209302325581,1.63720930232558,0.837209302325581,1
2,1.8,1.8,0.8,0.8,0.8,1.2,1.83720930232558,1.83720930232558,1.83720930232558,2.83720930232558,1.63720930232558,1.63720930232558,0
3,1.83720930232558,1.83720930232558,1.83720930232558,1.83720930232558,0.837209302325581,1.63720930232558,1.8,1.8,2.13333333333333,1.46666666666667,1.8,2.8,0
4,1.8,2.8,2.13333333333333,1.8,1.46666666666667,2.13333333333333,2.0,2.0,1.8,1.0,2.5,2.0,1
5,1.8,0.8,0.8,2.0,1.46666666666667,2.13333333333333,2.0,3.0,3.0,2.5,2.0,2.53846153846154,0
6,1.8,0.8,0.8,1.8,0.8,1.6,2.0,2.5,2.6,2.0,2.5,2.0,0
7,2.08474576271186,3.08474576271186,2.08474576271186,2.64030131826742,3.08474576271186,3.08474576271186,2.0,1.66666666666667,2.0,1.0,2.14285714285714,2.14285714285714,1
8,2.0,2.0,2.0,2.0,1.66666666666667,1.0,2.08474576271186,2.08474576271186,2.08474576271186,2.64030131826742,2.75141242937853,2.08474576271186,0
9,1.57142857142857,1.57142857142857,1.23809523809524,1.07142857142857,1.57142857142857,1.57142857142857,1.8,0.8,0.8,1.8,0.8,1.3,1
10,1.8,2.8,2.8,2.0,1.8,1.6,1.57142857142857,1.57142857142857,0.571428571428571,1.07142857142857,1.57142857142857,0.571428571428571,1
11,1.8,1.8,2.13333333333333,2.0,1.8,1.46666666666667,1.57142857142857,1.57142857142857,0.571428571428571,0.571428571428571,0.571428571428571,1.23809523809524,1
12,1.8,0.8,0.8,1.46666666666667,1.8,1.46666666666667,1.94117647058824,1.94117647058824,1.27450980392157,2.94117647058824,1.44117647058824,1.94117647058824,0
13,1.8,1.46666666666667,1.3,0.8,0.8,0.8,1.94117647058824,1.94117647058824,2.94117647058824,2.27450980392157,2.94117647058824,2.27450980392157,0
14,2.08474576271186,1.08474576271186,1.08474576271186,1.08474576271186,1.08474576271186,1.08474576271186,2.0,2.33333333333333,3.0,2.33333333333333,2.27272727272727,2.0,0
15,2.0,1.66666666666667,2.0,1.66666666666667,1.0,2.0,2.08474576271186,1.58474576271186,3.08474576271186,2.4180790960452,2.4180790960452,3.08474576271186,0
